day,month,year,quarter
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
31,12,2018,4
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
7,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
14,1,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
4,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
11,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
18,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
25,2,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
4,3,2019,1
